n345357	Q05946	0.005772584206111092
n338653	P19338	0.03929649501941337
n268826	Q99613	0.010378683182796567
n290442	Q6PDM2	0.0058608308537936495
n338437	Q9UPQ9	0.8784660179964299
n268103	Q06819	0.001971190915019193
n268966	P04150	0.031059949408696493
n366396	Q04305	0.012709899661217442
n413819	P02930	0.020115933110613562
n341079	Q91WM3	0.019020175380363283
n346211	Q7L2J0	0.009056804805528595
n377982	P83369	0.016274660640485262
n337835	D3QQ79	0.01901638469612596
n280380	Q15788	0.5271016287536473
n341727	Q6IPL9	0.020213291999136532
n341398	P11633	0.005553637533109106
n344741	P23394	0.0022960286426943802
n342662	Q05900	0.02638462659433739
n411615	Q01130	0.08070215934629786
n277492	O95793	0.015397220871327109
n338702	Q6IBM8	0.012214548651175793
n271826	P62314	0.005934680071617721
n364378	Q62348	0.016239180191186357
n344699	P69913	0.0190942494921069
n284460	Q12220	0.013140251592768134
n381521	P60842	0.009956359359571818
n279982	Q15233	0.009553529859607734
n5446	O08688	0.09191080670044288
n367218	P50535	0.01568270655989379
n178110	P05455	0.46475951800644266
n408331	O09106	0.009826260084984552
n370152	P24785	0.013695962707878937
n384964	Q9Z148	0.04298217452240707
n343084	P05084	0.48355217569177444
n379110	G5EDI8	0.011926263444638962
n372524	P47093	0.028670281287325964
n405440	P32639	0.0028769361265781035
n289661	P62304	0.005348807227942283
n374660	Q505Q1	0.03311325395075517
n267336	Q9N3S3	0.01666086526259526
n288418	P32807	0.0481906207991938
n381041	Q9HCJ0	0.8339721494309379
n283511	Q12136	0.054374694233145504
n4881	Q99181	0.470685529756735
n280200	Q9NVP2	0.0015355625685491265
n5625	Q12420	0.006768542047260922
n5451	Q9CQI7	0.9667838485544623
n324635	P11633	0.022891312558836172
n375270	M1FYN7	0.09511602707725518
n326183	P55769	0.007607826878438045
n385481	Q13595	0.039899359185999635
n342846	P09234	0.009291700562631792
n345168	P43332	0.019902974397051108
n268154	P32605	0.017861080168811407
n378782	P61964	0.052509990462627054
n342315	P83369	0.024800302853216955
n363902	P40055	0.005819834690562025
n382930	O35295	0.09746798297149899
n272546	Q04500	0.08371651382711863
n375270	P47083	0.004986347422682961
