n5436	P19474	0.015565137613535073
n339156	Q7KTD2	0.007711712284271644
n286416	P38432	0.009133646277964398
n384625	Q24562	0.1525093453716782
n342202	P19785	0.004286785808144846
n290634	P02825	0.005043405123743352
n375748	P49458	0.010191388722038106
n386649	Q6PDM2	6.172712043355014e-05
n339363	Q9VVW5	0.03832561781223751
n408309	P52943	0.0011058897500032543
n422222	Q9UKC9	0.1749293404252453
n284495	O14746	0.0012421301559716875
n405985	P06843	0.06569049937729395
n178137	P33750	0.01926464224156162
n408302	P39682	0.004519215222635726
n384655	O95707	0.0004010970330246395
n382975	P23394	0.0037329512261924367
n290309	P25635	0.013442078943920166
n328	P17844	0.8716176362009639
n423898	P60484	0.11590905237361092
n410128	Q8R1B4	0.006109438443566639
n379622	Q05946	0.014884929155130913
n177817	P0A6X3	0.6048485282551341
n378287	O96828	0.013147804003399757
n289406	P08579	0.0009705600042340635
n379378	P13393	0.13477655240936484
n375063	Q12874	0.024879887192211615
n274468	O14980	0.01161633192543424
n274129	Q96BK5	0.0002903674397652364
n384202	P62140	0.0008249271859097082
n371680	Q80U70	0.0034915294881587584
n418868	B7ZL34	0.781084607599606
n377707	P10180	0.029801815099818687
n337668	P42184	0.0007368254287816272
n381076	Q01105	0.0022875113607643757
n409179	P62320	0.0011918878086579416
n378201	P10151	0.00046824531999356105
n338833	Q969L4	0.009321237671265215
n267405	P33750	0.016427523751356532
n381941	P37231	0.003855001273370139
n177965	C8TVH5	0.006207903331205274
n341904	P40070	0.012261133050181542
n406847	Q02931	0.0039269651340035445
n410108	P97440	0.021416689538613077
n271459	Q15427	0.0008120480365425235
n5436	P19735	0.0017730468500085448
n274688	P09234	0.0002781080213678955
n337681	Q9Y6Y0	0.06553470818665341
n290298	P0ACH5	0.12995746346740472
n265594	P62304	0.0004315500844353677
n280020	O09106	0.0018484101741268397
n340567	P43332	0.0011135954416990716
n270755	Q01844	0.009321033216733351
n292032	P53830	0.0017096809294449352
n345298	Q9Z2D6	0.06729743244372287
n282446	P40055	0.012933132412046628
n342871	Q00416	0.33437828088223404
n376336	P06843	0.0013907238287403905
n368511	P32524	0.00020719312945010254
n267573	P11633	0.0017342915513865456
n345486	Q06406	0.0021379268072663155
n335682	Q9H0E3	0.006105996002786628
n372317	Q9VW15	0.6696509038678528
n346460	Q12420	0.055228442857073984
n6020	P21538	0.9862349147385479
n270485	B7UR25	0.001488859863575417
n345506	Q06217	0.5385147707148389
n288095	P0CE48	0.00013606367013585812
n339212	Q99NB9	5.5345026858693275e-05
n342043	P08579	0.001630413735939373
n326151	Q99181	0.002074354300290519
n345293	Q13595	0.004518202519140496
n272095	P05084	0.0005744134848199639
n344939	Q4G0J3	0.03899846888468885
n338482	O00425	0.9810467966662539
n5182	P31943	0.008756976792203346
n272926	P0A6X3	0.21932660405117552
n345666	Q13148	0.9827750823698006
n376590	P14678	0.001586003464260601
n406847	Q9VVW5	0.032135092994523703
n339106	P62317	0.027116584913968237
n406847	Q9UKL0	0.0026639275567317006
n377651	Q06679	0.0123509773601419
n341884	P0CE48	0.009749652051443397
n385685	P0C077	0.4321250953100235
n434	P23615	0.2073298806140765
n3924	P11938	0.16158274215307408
n270643	Q24562	0.0004391095954855433
n339651	P17844	0.004676765482049837
n385775	Q00539	0.0003756394160282832
n285161	P84104	0.9759944007820521
n275335	P0CE48	0.00011948325431135417
n5574	P0AGD7	0.933646605537163
n341092	Q02555	0.02658911034851677
n5408	Q9NZI8	0.9804651434517957
n373555	P09234	0.06475777199009104
n344574	P17844	0.005303157723797309
n408211	P0C077	0.17774492065027034
n287413	P15172	0.00025967401853060066
n274395	O94992	0.0006211441530606175
n377834	P43321	0.0005500406153177962
n382184	P62136	0.6617404423319229
n5330	P17980	0.6500340766335164
n280030	P01106	0.04983074597178377
