n342613	Q9NY12	0.015313734921006223
n345229	O43818	0.09309866447036319
n286031	P26599	0.012212591826114276
n364760	O95793	0.00349029269325154
n341663	Q61656	0.004071386061219296
n200540	P34247	0.0019216080921258733
n290316	P62316	0.0013815978076952774
n272286	Q9Y333	0.0010712621649842996
n288091	Q01094	0.0006673294057204362
n342053	Q02554	0.00311188464539597
n332	Q61080	0.0674989212031873
n339595	P21538	0.025803819344998504
n266959	Q9VW15	0.021100918044262344
n341633	Q8CHK4	0.039471089190719094
n344588	Q7TPM0	0.2096551200555887
n338365	P36048	0.004212797620513575
n384927	P11632	0.002299958068012342
n272021	Q9Z191	0.16672289957606817
n275701	Q2YDW7	0.00026835857832632184
n367124	O75494	0.0064023739623256595
n274395	Q08473	0.0017090060444633925
n339432	P21372	0.26073619001266535
n340578	Q80Y84	0.002897283390682534
n289520	Q9V4Q8	0.00032076135421870604
n291048	Q6PJX3	0.0023797585986398972
n342688	O75643	0.0036998341763948657
n340594	P01344	0.7392814499232622
n339683	P0CE48	0.01736777618864043
n270960	O00425	0.023106351484126014
n339798	O15116	0.029160937492881074
n345544	P50750	0.008883188993762475
n342875	Q06787	0.0008709058868437428
n386209	P29341	0.3210998909740879
n407588	Q8NDV7	0.9371939824953224
n338021	Q9VSC1	0.39718345177071157
n266910	Q13523	0.002225876510504226
n294286	Q9HCJ0	0.0016082577382961795
n283769	P0ACF8	0.010331139054380678
n338204	B1WB49	0.004735846219617761
n275609	Q99NB9	0.0012375406787403782
n381268	P62312	0.002550312196322128
n278358	Q9Z191	0.023990032577321494
n326086	Q02931	0.003177637027113284
n415449	P14678	0.005408317884451418
n363933	P49960	0.018091002827419385
n381689	Q99181	0.003221616187642436
n338991	P26368	0.0016811823046000538
n267611	P19736	0.0006023074855074081
n271011	P42184	0.0019316456466572098
n342491	Q12460	0.016502690769833118
n290751	Q13148	0.43872613554812884
n345221	P25337	0.024296731947295144
n337908	Q05022	0.005133048093809487
n274661	Q8N3U4	0.013817856218311567
n413315	P43332	0.5031368063177105
n387706	P0A6X7	0.0023536143477942647
n367182	Q3MI39	0.0049519735082430025
n277243	P50750	0.001683678891905601
n342968	Q8T3P8	0.8990523988912431
n340911	Q9HCK5	0.8934316520192305
n263875	Q8CCF0	0.025500690727347626
n340924	Q99020	0.023882675091197562
n345059	Q02354	0.022948312824664745
n366554	P97499	0.004713576167814019
n340594	Q99613	0.009301426447293254
n271748	O70372	0.0005852039670579261
n276326	O35295	0.0008300535288451239
n5230	P32916	0.039322146380625644
n409170	P15514	0.4678962065274994
n386328	P35637	0.9843089117963468
n272287	P08775	0.002739466764176855
n345139	P38432	0.007073716356787714
n385632	Q15459	0.0004107019833478051
n292646	P40070	0.02750144234902285
n346426	O75643	0.003675942975869193
n339119	P42184	0.0014777074499602158
n265419	O94906	0.006075315560156435
n271944	B2WTN8	0.002001127372621583
n364180	P35268	0.001999197932727579
n281026	P23246	0.01981561229106622
