n379293	Q7KA80	0.5645478482128943
n368637	A2VCT9	0.0022621594061645526
n283626	P01236	0.05272703519750999
n381323	Q9VW15	0.06490893057444541
n286699	P0A6M8	0.7879480229167763
n6005	P53276	0.6377020083797761
n272244	O54864	0.7431953917402092
n341582	Q8MXS2	0.003225262083034807
n279524	P91240	0.015019316488918915
n340684	P0A7Y8	0.011809405533480163
n290073	O08848	0.0034576792567684806
n278412	P17844	0.0012630380063645306
n413300	Q9Y3B4	0.006999991448128244
n338401	Q9UKV8	0.9092830445673785
n338108	P39682	0.003932586722602975
n278680	Q8CHK4	0.024724368226130337
n285568	O95793	0.0027167071679638235
n384026	O75533	0.00723889613008556
n342576	Q60795	0.020674952402729395
n338108	P00579	0.11080502873935548
n406274	Q00723	0.0031980608169038744
n277522	O95793	0.008192244728586847
n344805	Q15427	8.365708729235051e-05
n340032	P61979	0.014675487549667922
n268292	P49963	0.005691088436525266
n411578	O15116	0.009889855475864816
n742	Q8CHK4	0.3257198276816898
n339300	O75940	0.010999758364742835
n378100	P10155	0.16674257690640323
n4682	P01236	0.8406300621655161
n287507	Q9Y6M1	0.10064311584405529
n4908	Q01105	0.05265375890745739
n346494	Q7L014	0.2670269095380261
n384757	Q9H9G7	0.16188451498832418
n288939	Q8VE97	0.6743192125732416
n344940	Q12874	0.004694942215668274
n178123	P0ACH5	0.008847822590612795
n341297	Q9BUL9	0.07949106201945264
n344818	Q08963	0.0016584724190496342
n275239	A2VCT9	0.011069169723419007
n268063	Q14F19	0.13027680730116378
n286599	P31943	0.00041231984562944
n375522	B1IVL4	0.21718636403660127
n5627	Q9BXP5	0.008881990333450307
n280901	Q99NB9	0.0007809564668848907
n367182	Q06406	0.003406672625514674
n345707	P32639	0.0055530364286143314
n422922	Q8CJG0	0.7859034599944301
n282401	Q13127	0.8320828302835204
n342544	Q92841	0.8698958681147474
n387397	P53207	0.007290927891235426
n343036	Q6PJX3	0.8599752519703227
n283046	Q00416	0.008922125151232817
n272095	Q9NVP2	0.0008361984024716916
n383560	P15172	0.05271466668128265
n285373	Q96PU8	0.5341550557277739
n379095	Q9D600	0.0033875194324972874
n345408	Q3MI39	0.0013049493227770767
n278087	Q9H814	0.002892132096714076
n384624	P27048	0.038250617270280736
n340753	Q9Z2D6	0.004463933083590932
n178012	P52943	0.03150860810528563
n284283	Q96BK5	0.00012984846307863334
n289566	P15646	0.001607748612539173
n263950	P40089	8.037401292345267e-05
n342288	Q9H0W8	0.0008561829926384645
n287999	O43172	0.00031568362431129497
n267729	Q99207	0.0023753133720264587
n344656	P0AED5	0.0009248738619680288
n422898	Q0P7C9	0.10377352334650658
n387112	O75940	0.0018358150214453615
n382000	P08047	0.0013890391257324263
n369469	P49458	0.10580831458067372
n268784	P00579	0.03726360454113954
n384655	Q9VVW5	0.0036890405850239527
n338824	Q6P2Q9	0.06204171891122969
n386435	P15938	0.0012878159369632762
n344909	Q7KA80	0.033513297175970576
n281709	O76094	0.002358030210195857
n289934	Q9V3W7	0.018482555556379118
n267514	P10180	0.07378943415495788
