n275296	Q02555	0.10377436456213959
n382184	P39990	0.06399823985556563
n279945	Q9D600	0.008829097546649898
n337809	O54864	0.0071620083341083765
n374660	Q99575	0.015364481187665126
n4428	Q9NV31	0.17184511793051874
n279181	P32639	0.015346812858341061
n383639	P0A9E2	0.0027745171225316283
n383057	P09012	0.007665945754584691
n285904	Q01081	0.0023185075708136074
n408189	P17844	0.005417692517275143
n274700	Q13952	0.34736377583230205
n286705	Q9UK45	0.4765667326507429
n275527	O09106	0.040805384600648725
n343017	B2WTN8	0.08745380620235228
n341211	P20053	0.007492232412109326
n337750	P42945	0.005301511767809474
n5450	P31943	0.11645526738111145
n341568	Q0P7C9	0.008820269295634493
n406328	Q02555	0.03357045976821239
n364518	Q99575	0.01536448851402242
n283413	Q02555	0.07646746293017127
n339990	P38203	0.019910910018057656
n382083	P23511	0.06117866529134199
n271869	P06843	0.0068888908130777474
n342501	Q6IBM8	0.005581555740062787
n4966	Q9N3S3	0.8621802424741778
n6136	O00425	0.984824398591156
n386097	P63162	0.06079664162779618
n4610	Q08473	0.9860856142189032
n385802	P17214	0.13255154865048768
n410105	P38203	0.016837696691834263
n343084	P02828	0.018243206464339384
n345813	O14980	0.003582088622371361
n281613	Q92994	0.003802908693301412
n268866	Q12874	0.024946923946248784
n405399	P0C0V0	0.002236720430855628
n405558	P31483	0.9049825944327798
n279830	Q8T3P8	0.007762122012286247
n266697	P57784	0.0012605026163198675
n265334	P40565	0.00805444395496945
n383172	P41696	0.1450572380614402
n281201	P0AG67	0.07699805665074932
n337740	Q01081	0.059604966125738075
n383040	O35295	0.4042852274260794
n274638	O60832	0.0054749195065738
n272581	Q12136	0.0024568367874239737
n381846	O43447	0.008223649456104324
n369419	P10155	0.011651858529104308
n339468	P0A6H1	0.2563356178513926
n272208	Q8TEQ6	0.00678649776939535
n345070	P35453	0.0018739934508135957
n411727	Q9NY12	0.02716322540264909
n265707	P50534	0.024656165908809764
n345568	P42945	0.01402299965066881
n271568	P31943	0.014802604455170993
n346337	O43447	0.005857651391249297
n381885	Q9VVW5	0.007381621285247162
n346227	P38429	0.007208694149721632
n287455	Q03096	0.018869878106118097
n409170	Q07350	0.014066087859650822
n338615	J9JEG3	0.03086890581341728
n198938	Q7Z3B3	0.01542823516609064
n346558	B7UR25	0.03149476609278739
n335591	Q8VE97	0.8599239437230431
n383556	Q9Y4Y9	0.009159749750894123
n273857	P38282	0.017530789581995
n278587	D3QQ79	0.02469144441612621
n4469	Q6PDM2	0.031211995067783074
n562	O88569	0.01714078324232221
n382507	Q06506	0.005705881133358042
n384198	P0AA16	0.015968634412571313
n284120	Q9Y6Y0	0.02625316115952377
n275357	P41230	0.0063396169661273805
n344455	Q99020	0.022343140579346027
n339212	P62314	0.007785801759930483
n283645	Q15427	0.0030133819233471525
n345077	P42669	0.045305731661516635
n338380	Q16533	0.009815320790126536
n340848	Q5F2E7	0.03555984188341951
n342332	Q8MXS2	0.006251233690427359
n382276	Q9UKV8	0.9733082638342829
n376473	P01344	0.010228179214076248
n273709	Q9Y4Z0	0.004622248656876375
